year,month,orderdate,turnover,quantity,country,city,productname,categoryname
2017,3,2017-03-08,223.2000046,12,Mexico,México D.F.,Tofu,Produce
2017,3,2017-03-08,655.2000275,18,Mexico,México D.F.,RÃ¶ssle Sauerkraut,Produce
2017,3,2017-03-08,308.699996,21,Mexico,México D.F.,Boston Crab Meat,Seafood
2017,3,2017-03-08,61.99999809,10,Mexico,México D.F.,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,3,2017-03-09,350,35,Belgium,Charleroi,Gorgonzola Telino,Dairy Products
2017,3,2017-03-09,816.0000229,60,Belgium,Charleroi,Louisiana Hot Spiced Okra,Condiments
2017,3,2017-03-09,604.799984,42,Belgium,Charleroi,LakkalikÃ¶Ã¶ri,Beverages
2017,3,2017-03-12,38.40000153,2,Venezuela,San Cristóbal,PÃ¢tÃ© chinois,Meat/Poultry
2017,3,2017-03-12,144,12,Venezuela,San Cristóbal,Outback Lager,Beverages
2017,3,2017-03-12,215.9999943,15,Portugal,Lisboa,Chai,Beverages
2017,3,2017-03-12,168,21,Portugal,Lisboa,Sir Rodney's Scones,Confections
2017,3,2017-03-12,287.9999924,20,Portugal,Lisboa,Chartreuse verte,Beverages
2017,3,2017-03-13,495.9999847,20,France,Lyon,Ikura,Seafood
2017,3,2017-03-14,6324.000092,30,USA,Albuquerque,CÃ´te de Blaye,Beverages
2017,3,2017-03-14,733.6000214,28,USA,Albuquerque,Perth Pasties,Meat/Poultry
2017,3,2017-03-14,2640,60,USA,Albuquerque,Raclette Courdavault,Dairy Products
2017,3,2017-03-14,798.0000114,30,USA,Albuquerque,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,3,2017-03-15,227.9999971,30,France,Lille,Zaanse koeken,Confections
2017,3,2017-03-15,528,12,France,Lille,Raclette Courdavault,Dairy Products
2017,3,2017-03-15,384,24,Brazil,Rio de Janeiro,Maxilaku,Confections
2017,3,2017-03-15,1088.000031,40,Brazil,Rio de Janeiro,Camembert Pierrot,Dairy Products
2017,3,2017-03-16,146.9999981,10,USA,Walla Walla,Boston Crab Meat,Seafood
2017,3,2017-03-19,391.9999933,35,USA,Seattle,Sasquatch Ale,Beverages
2017,3,2017-03-19,311.9999886,30,USA,Seattle,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,3,2017-03-19,112,14,UK,London,Sir Rodney's Scones,Confections
2017,3,2017-03-19,146.9999981,10,UK,London,Boston Crab Meat,Seafood
2017,3,2017-03-19,127.2000046,3,UK,London,Manjimup Dried Apples,Produce
2017,3,2017-03-20,303.9999962,20,Venezuela,I. de Margarita,Chang,Beverages
2017,3,2017-03-20,160,20,Venezuela,I. de Margarita,Aniseed Syrup,Condiments
2017,3,2017-03-20,576.0000229,30,Venezuela,I. de Margarita,PÃ¢tÃ© chinois,Meat/Poultry
2017,3,2017-03-20,720,60,Venezuela,I. de Margarita,Outback Lager,Beverages
2017,3,2017-03-21,83.99999619,5,Venezuela,San Cristóbal,Queso Cabrales,Dairy Products
2017,3,2017-03-21,1060.000038,25,Venezuela,San Cristóbal,Manjimup Dried Apples,Produce
2017,3,2017-03-21,128,16,Venezuela,San Cristóbal,Longlife Tofu,Produce
2017,3,2017-03-21,36.50000095,5,Brazil,Sao Paulo,Teatime Chocolate Biscuits,Confections
2017,3,2017-03-21,746.9999886,30,Brazil,Sao Paulo,GumbÃ¤r GummibÃ¤rchen,Confections
2017,3,2017-03-21,141.6000023,24,Brazil,Sao Paulo,TourtiÃ¨re,Meat/Poultry
2017,3,2017-03-22,1320,30,Germany,München,Raclette Courdavault,Dairy Products
2017,3,2017-03-22,240,20,Germany,München,RÃ¶d Kaviar,Seafood
2017,3,2017-03-23,251.9999886,15,Austria,Salzburg,Queso Cabrales,Dairy Products
2017,3,2017-03-23,250.1999931,18,Austria,Salzburg,Pavlova,Confections
2017,3,2017-03-26,2640,60,Venezuela,San Cristóbal,Raclette Courdavault,Dairy Products
2017,3,2017-03-26,300,30,Venezuela,San Cristóbal,Scottish Longbreads,Confections
2017,3,2017-03-26,223.1999931,36,Venezuela,San Cristóbal,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,3,2017-03-26,232.5,15,Portugal,Lisboa,Gula Malacca,Condiments
2017,3,2017-03-26,72.79999733,7,Portugal,Lisboa,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,3,2017-03-27,671.9999886,60,Canada,Tsawassen,NuNuCa NuÃ-Nougat-Creme,Confections
2017,3,2017-03-27,223.9999962,20,Canada,Tsawassen,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,3,2017-03-28,251.9999886,15,France,Toulouse,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,3,2017-03-28,136.0000038,10,France,Toulouse,Louisiana Hot Spiced Okra,Condiments
2017,3,2017-03-28,287.9999924,10,France,Toulouse,Gudbrandsdalsost,Dairy Products
2017,3,2017-03-28,911.9999886,30,Brazil,Sao Paulo,Gnocchi di nonna Alice,Grains/Cereals
2017,3,2017-03-29,71.99999809,10,Canada,Vancouver,TunnbrÃ¶d,Grains/Cereals
2017,3,2017-03-29,153.9999962,20,Canada,Vancouver,Jack's New England Clam Chowder,Seafood
2017,3,2017-03-29,51.99999809,5,Canada,Vancouver,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,3,2017-03-30,200,20,Brazil,Sao Paulo,Gorgonzola Telino,Dairy Products
2017,3,2017-03-30,425.5999947,14,Germany,Frankfurt a.M.,Gnocchi di nonna Alice,Grains/Cereals
2017,3,2017-03-30,694.9999809,25,Germany,Frankfurt a.M.,Mozzarella di Giovanni,Dairy Products
2017,3,2017-03-30,259.9999905,25,Germany,Frankfurt a.M.,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,4,2017-04-02,63,14,Venezuela,San Cristóbal,GuaranÃ¡ FantÃ¡stica,Beverages
2017,4,2017-04-02,91.99999809,5,Venezuela,San Cristóbal,Boston Crab Meat,Seafood
2017,4,2017-04-02,420,30,Venezuela,San Cristóbal,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,4,2017-04-03,911.9999695,20,Venezuela,Barquisimeto,RÃ¶ssle Sauerkraut,Produce
2017,4,2017-04-03,500,25,Venezuela,Barquisimeto,Maxilaku,Confections
2017,4,2017-04-04,186,12,France,Toulouse,Genen Shouyu,Condiments
2017,4,2017-04-04,364.7999878,8,France,Toulouse,RÃ¶ssle Sauerkraut,Produce
2017,4,2017-04-04,148.9999962,20,Germany,Mannheim,TourtiÃ¨re,Meat/Poultry
2017,4,2017-04-05,199.5,21,Mexico,México D.F.,Rogede sild,Seafood
2017,4,2017-04-05,196.7999954,6,Mexico,México D.F.,Perth Pasties,Meat/Poultry
2017,4,2017-04-05,420,30,Mexico,México D.F.,Laughing Lumberjack Lager,Beverages
2017,4,2017-04-06,1627.5,70,Ireland,Cork,Tofu,Produce
2017,4,2017-04-06,420.9999847,20,Ireland,Cork,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,4,2017-04-06,228,12,USA,Seattle,Chang,Beverages
2017,4,2017-04-06,120,12,USA,Seattle,Sir Rodney's Scones,Confections
2017,4,2017-04-06,327.9999924,10,USA,Seattle,Perth Pasties,Meat/Poultry
2017,4,2017-04-06,712.5,25,USA,Seattle,Sirop d'Ã©rable,Condiments
2017,4,2017-04-09,147.8999977,3,Canada,Montréal,Tarte au sucre,Confections
2017,4,2017-04-10,252,18,Germany,Brandenburg,NuNuCa NuÃ-Nougat-Creme,Confections
2017,4,2017-04-10,210,14,Germany,Brandenburg,Outback Lager,Beverages
2017,4,2017-04-10,690,15,Mexico,México D.F.,Ipoh Coffee,Beverages
2017,4,2017-04-10,191.25,15,Mexico,México D.F.,Chocolade,Confections
2017,4,2017-04-11,60,10,Germany,Köln,Konbu,Seafood
2017,4,2017-04-11,180,10,Germany,Köln,Chartreuse verte,Beverages
2017,4,2017-04-12,136.7999954,3,Germany,Mannheim,RÃ¶ssle Sauerkraut,Produce
2017,4,2017-04-13,4456.440033,36,USA,Boise,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,4,2017-04-13,279,36,USA,Boise,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,4,2017-04-13,1100,50,France,Marseille,Chef Anton's Cajun Seasoning,Condiments
2017,4,2017-04-13,1500,50,France,Marseille,Uncle Bob's Organic Dried Pears,Produce
2017,4,2017-04-13,400,10,France,Marseille,Northwoods Cranberry Sauce,Condiments
2017,4,2017-04-16,45,10,Brazil,Sao Paulo,GuaranÃ¡ FantÃ¡stica,Beverages
2017,4,2017-04-16,108,9,Brazil,Sao Paulo,Spegesild,Seafood
2017,4,2017-04-16,57,6,Brazil,Sao Paulo,Zaanse koeken,Confections
2017,4,2017-04-16,408,12,Brazil,Sao Paulo,Camembert Pierrot,Dairy Products
2017,4,2017-04-17,400,40,Germany,Stuttgart,Sir Rodney's Scones,Confections
2017,4,2017-04-17,1600,50,Germany,Stuttgart,Mascarpone Fabioli,Dairy Products
2017,4,2017-04-17,427.5,15,Germany,Stuttgart,Sirop d'Ã©rable,Condiments
2017,4,2017-04-17,3159,39,Austria,Graz,Sir Rodney's Marmalade,Confections
2017,4,2017-04-17,1595.999947,35,Austria,Graz,RÃ¶ssle Sauerkraut,Produce
2017,4,2017-04-17,2660,70,Austria,Graz,Gnocchi di nonna Alice,Grains/Cereals
2017,4,2017-04-17,820.9499702,39,Austria,Graz,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,4,2017-04-17,387.5,50,Austria,Graz,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,4,2017-04-18,1552,16,Germany,Cunewalde,Mishi Kobe Niku,Meat/Poultry
2017,4,2017-04-18,872.5000381,50,Germany,Cunewalde,Pavlova,Confections
2017,4,2017-04-18,5268.000183,120,Germany,Cunewalde,Schoggi Schokolade,Confections
2017,4,2017-04-18,40,16,Germany,Cunewalde,Geitost,Dairy Products
2017,4,2017-04-18,2856,84,Germany,Cunewalde,Camembert Pierrot,Dairy Products
2017,4,2017-04-19,1562.5,25,Ireland,Cork,Carnarvon Tigers,Seafood
2017,4,2017-04-19,771.9999695,80,Ireland,Cork,Jack's New England Clam Chowder,Seafood
2017,4,2017-04-19,280,20,Ireland,Cork,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,4,2017-04-19,42,6,UK,London,Filo Mix,Grains/Cereals
2017,4,2017-04-19,220,4,UK,London,Raclette Courdavault,Dairy Products
2017,4,2017-04-19,90,6,UK,London,Outback Lager,Beverages
2017,4,2017-04-20,22.5,5,Mexico,México D.F.,GuaranÃ¡ FantÃ¡stica,Beverages
2017,4,2017-04-20,3952.5,15,Mexico,México D.F.,CÃ´te de Blaye,Beverages
2017,4,2017-04-20,175.0500069,9,Mexico,México D.F.,Gula Malacca,Condiments
2017,4,2017-04-23,496,16,Switzerland,Bern,Ikura,Seafood
2017,4,2017-04-23,1520,40,Switzerland,Bern,Gnocchi di nonna Alice,Grains/Cereals
2017,4,2017-04-23,340,10,Switzerland,Bern,Camembert Pierrot,Dairy Products
2017,4,2017-04-24,36,8,Norway,Stavern,GuaranÃ¡ FantÃ¡stica,Beverages
2017,4,2017-04-24,163.9999962,5,Norway,Stavern,Perth Pasties,Meat/Poultry
2017,4,2017-04-24,54,3,Argentina,Buenos Aires,Steeleye Stout,Beverages
2017,4,2017-04-24,96.49999619,10,Argentina,Buenos Aires,Jack's New England Clam Chowder,Seafood
2017,4,2017-04-24,75,6,Argentina,Buenos Aires,Scottish Longbreads,Confections
2017,4,2017-04-25,720,40,Germany,Frankfurt a.M.,Chai,Beverages
2017,4,2017-04-25,960,24,Germany,Frankfurt a.M.,Northwoods Cranberry Sauce,Condiments
2017,4,2017-04-25,517.7999878,20,Germany,Frankfurt a.M.,Nord-Ost Matjeshering,Seafood
2017,4,2017-04-25,459.9999905,25,Germany,Frankfurt a.M.,Boston Crab Meat,Seafood
2017,4,2017-04-26,975,25,UK,London,Alice Mutton,Meat/Poultry
2017,4,2017-04-26,1215,15,UK,London,Sir Rodney's Marmalade,Confections
2017,4,2017-04-26,468,18,UK,London,Gravad lax,Seafood
2017,4,2017-04-26,57.89999771,6,UK,London,Jack's New England Clam Chowder,Seafood
2017,4,2017-04-26,62,2,Sweden,Luleå,Ikura,Seafood
2017,4,2017-04-26,258.8999939,10,Sweden,Luleå,Nord-Ost Matjeshering,Seafood
2017,4,2017-04-26,2760,60,Sweden,Luleå,Ipoh Coffee,Beverages
2017,4,2017-04-26,111.7499971,15,Sweden,Luleå,TourtiÃ¨re,Meat/Poultry
2017,4,2017-04-27,570,30,France,Marseille,Inlagd Sill,Seafood
2017,4,2017-04-27,275.9999943,15,France,Marseille,Boston Crab Meat,Seafood
2017,4,2017-04-30,144,8,Finland,Oulu,Chai,Beverages
2017,4,2017-04-30,60,10,Finland,Oulu,Konbu,Seafood
2017,4,2017-04-30,1140,30,Finland,Oulu,Gnocchi di nonna Alice,Grains/Cereals
2017,4,2017-04-30,1100,50,Germany,Cunewalde,Chef Anton's Cajun Seasoning,Condiments
2017,4,2017-04-30,570,30,Germany,Cunewalde,Inlagd Sill,Seafood
2017,5,2017-05-01,63,3,USA,Eugene,Queso Cabrales,Dairy Products
2017,5,2017-05-01,20,8,USA,Eugene,Geitost,Dairy Products
2017,5,2017-05-01,313.1999931,9,USA,Eugene,Mozzarella di Giovanni,Dairy Products
2017,5,2017-05-02,336,14,Belgium,Bruxelles,PÃ¢tÃ© chinois,Meat/Poultry
2017,5,2017-05-02,250,20,Belgium,Bruxelles,Scottish Longbreads,Confections
2017,5,2017-05-02,360,10,Belgium,Bruxelles,Gudbrandsdalsost,Dairy Products
2017,5,2017-05-03,1560,40,Austria,Salzburg,Alice Mutton,Meat/Poultry
2017,5,2017-05-03,1150,25,Austria,Salzburg,Ipoh Coffee,Beverages
2017,5,2017-05-03,570,20,Austria,Salzburg,Sirop d'Ã©rable,Condiments
2017,5,2017-05-03,900,50,Austria,Salzburg,LakkalikÃ¶Ã¶ri,Beverages
2017,5,2017-05-03,110,2,Argentina,Buenos Aires,Raclette Courdavault,Dairy Products
2017,5,2017-05-04,388.3499908,15,UK,London,Nord-Ost Matjeshering,Seafood
2017,5,2017-05-04,408,24,UK,London,Louisiana Hot Spiced Okra,Condiments
2017,5,2017-05-07,1100,50,Sweden,Bräcke,Chef Anton's Cajun Seasoning,Condiments
2017,5,2017-05-07,835.1999817,24,Sweden,Bräcke,Mozzarella di Giovanni,Dairy Products
2017,5,2017-05-07,360,24,Sweden,Bräcke,RÃ¶d Kaviar,Seafood
2017,5,2017-05-07,258.8999939,10,Germany,Frankfurt a.M.,Nord-Ost Matjeshering,Seafood
2017,5,2017-05-07,183.9999962,10,Germany,Frankfurt a.M.,Boston Crab Meat,Seafood
2017,5,2017-05-07,74.49999809,10,Germany,Frankfurt a.M.,TourtiÃ¨re,Meat/Poultry
2017,5,2017-05-08,1050,50,Mexico,México D.F.,Queso Cabrales,Dairy Products
2017,5,2017-05-08,183.9999962,10,Mexico,México D.F.,Boston Crab Meat,Seafood
2017,5,2017-05-08,97.5,5,Mexico,México D.F.,Ravioli Angelo,Grains/Cereals
2017,5,2017-05-08,825,15,Mexico,México D.F.,Raclette Courdavault,Dairy Products
2017,5,2017-05-09,570,15,Germany,Frankfurt a.M.,Queso Manchego La Pastora,Dairy Products
2017,5,2017-05-09,250,20,Germany,Frankfurt a.M.,Gorgonzola Telino,Dairy Products
2017,5,2017-05-09,75,30,Germany,Frankfurt a.M.,Geitost,Dairy Products
2017,5,2017-05-09,1190,35,Germany,Frankfurt a.M.,Camembert Pierrot,Dairy Products
2017,5,2017-05-09,375,30,Switzerland,Genève,Gorgonzola Telino,Dairy Products
2017,5,2017-05-09,318,6,Switzerland,Genève,Manjimup Dried Apples,Produce
2017,5,2017-05-09,265,20,Switzerland,Genève,Escargots de Bourgogne,Seafood
2017,5,2017-05-09,730.799984,21,Switzerland,Genève,Mozzarella di Giovanni,Dairy Products
2017,5,2017-05-09,135,9,Switzerland,Genève,RÃ¶d Kaviar,Seafood
2017,5,2017-05-10,105,7,UK,London,Outback Lager,Beverages
2017,5,2017-05-10,34.79999924,1,UK,London,Mozzarella di Giovanni,Dairy Products
2017,5,2017-05-11,48,8,UK,London,Konbu,Seafood
2017,5,2017-05-11,150,15,UK,London,Sir Rodney's Scones,Confections
2017,5,2017-05-11,37.5,15,UK,London,Geitost,Dairy Products
2017,5,2017-05-11,120,6,UK,London,Maxilaku,Confections
2017,5,2017-05-14,600,60,Germany,Cunewalde,Aniseed Syrup,Condiments
2017,5,2017-05-14,1249.199982,40,Germany,Cunewalde,GumbÃ¤r GummibÃ¤rchen,Confections
2017,5,2017-05-14,7905,30,Germany,Cunewalde,CÃ´te de Blaye,Beverages
2017,5,2017-05-14,437.5,35,Germany,Cunewalde,Scottish Longbreads,Confections
2017,5,2017-05-14,157.5,35,Brazil,Rio de Janeiro,GuaranÃ¡ FantÃ¡stica,Beverages
2017,5,2017-05-14,1054,4,Brazil,Rio de Janeiro,CÃ´te de Blaye,Beverages
2017,5,2017-05-14,757.7999725,36,Brazil,Rio de Janeiro,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,5,2017-05-14,193.5,9,Brazil,Rio de Janeiro,Flotemysost,Dairy Products
2017,5,2017-05-15,315,15,Germany,Brandenburg,Queso Cabrales,Dairy Products
2017,5,2017-05-15,178.7999954,24,Germany,Brandenburg,TourtiÃ¨re,Meat/Poultry
2017,5,2017-05-16,1140,30,Venezuela,Barquisimeto,Queso Manchego La Pastora,Dairy Products
2017,5,2017-05-16,630,70,Venezuela,Barquisimeto,TunnbrÃ¶d,Grains/Cereals
2017,5,2017-05-16,319.1999893,7,USA,Portland,RÃ¶ssle Sauerkraut,Produce
2017,5,2017-05-16,98,7,USA,Portland,Laughing Lumberjack Lager,Beverages
2017,5,2017-05-17,210,10,USA,Walla Walla,Queso Cabrales,Dairy Products
2017,5,2017-05-18,300,10,France,Lyon,Uncle Bob's Organic Dried Pears,Produce
2017,5,2017-05-18,540,30,France,Lyon,Steeleye Stout,Beverages
2017,5,2017-05-18,1971.999969,40,France,Lyon,Tarte au sucre,Confections
2017,5,2017-05-18,768,24,UK,London,Mascarpone Fabioli,Dairy Products
2017,5,2017-05-18,1140,60,UK,London,Inlagd Sill,Seafood
2017,5,2017-05-21,140,10,Germany,Münster,Sasquatch Ale,Beverages
2017,5,2017-05-21,135.0999947,14,Germany,Münster,Jack's New England Clam Chowder,Seafood
2017,5,2017-05-22,687.5,55,Germany,Cunewalde,Gorgonzola Telino,Dairy Products
2017,5,2017-05-22,950,100,Germany,Cunewalde,Rogede sild,Seafood
2017,5,2017-05-22,2544,48,Germany,Cunewalde,Manjimup Dried Apples,Produce
2017,5,2017-05-23,312,8,Spain,Sevilla,Alice Mutton,Meat/Poultry
2017,5,2017-05-23,91.99999809,10,Spain,Sevilla,Teatime Chocolate Biscuits,Confections
2017,5,2017-05-23,60,6,Spain,Sevilla,Sir Rodney's Scones,Confections
2017,5,2017-05-23,285,10,Spain,Sevilla,Sirop d'Ã©rable,Condiments
2017,5,2017-05-23,698.0000305,40,Portugal,Lisboa,Pavlova,Confections
2017,5,2017-05-23,360,20,Portugal,Lisboa,Steeleye Stout,Beverages
2017,5,2017-05-23,778.0000305,40,Portugal,Lisboa,Gula Malacca,Condiments
2017,5,2017-05-24,648,18,Venezuela,San Cristóbal,Gudbrandsdalsost,Dairy Products
2017,5,2017-05-24,232.5,30,Venezuela,San Cristóbal,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,5,2017-05-25,315,15,Finland,Oulu,Queso Cabrales,Dairy Products
2017,5,2017-05-25,244.3000107,14,Finland,Oulu,Pavlova,Confections
2017,5,2017-05-25,504,24,Finland,Oulu,Gustaf's KnÃ¤ckebrÃ¶d,Grains/Cereals
2017,5,2017-05-25,375,30,Finland,Oulu,Gorgonzola Telino,Dairy Products
2017,5,2017-05-25,108,6,Finland,Oulu,Steeleye Stout,Beverages
2017,5,2017-05-25,523.5000229,30,Germany,Köln,Pavlova,Confections
2017,5,2017-05-25,180,20,Germany,Köln,TunnbrÃ¶d,Grains/Cereals
2017,5,2017-05-25,985.9999847,20,Germany,Köln,Tarte au sucre,Confections
2017,5,2017-05-25,130,10,Germany,Köln,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,5,2017-05-28,697.5,30,USA,Boise,Tofu,Produce
2017,5,2017-05-28,321.9999933,35,USA,Boise,Teatime Chocolate Biscuits,Confections
2017,5,2017-05-28,81,18,USA,Boise,GuaranÃ¡ FantÃ¡stica,Beverages
2017,5,2017-05-28,1060,20,USA,Boise,Manjimup Dried Apples,Produce
2017,5,2017-05-28,1520,40,USA,Boise,Gnocchi di nonna Alice,Grains/Cereals
2017,5,2017-05-29,835.1999817,24,Denmark,Kobenhavn,Mozzarella di Giovanni,Dairy Products
2017,5,2017-05-29,997.5,30,Germany,Frankfurt a.M.,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,5,2017-05-29,155,20,Germany,Frankfurt a.M.,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,5,2017-05-30,237.5,25,UK,London,Zaanse koeken,Confections
2017,5,2017-05-30,1060,20,UK,London,Manjimup Dried Apples,Produce
2017,5,2017-05-30,210,30,UK,London,Filo Mix,Grains/Cereals
2017,5,2017-05-30,590.3999863,18,UK,London,Perth Pasties,Meat/Poultry
2017,5,2017-05-30,45,3,UK,London,RÃ¶d Kaviar,Seafood
2017,5,2017-05-31,115.7999954,12,France,Strasbourg,Jack's New England Clam Chowder,Seafood
2017,5,2017-05-31,432,18,France,Strasbourg,PÃ¢tÃ© chinois,Meat/Poultry
2017,6,2017-06-01,517.7999878,20,Germany,München,Nord-Ost Matjeshering,Seafood
2017,6,2017-06-01,739.4999886,15,Germany,München,Tarte au sucre,Confections
2017,6,2017-06-01,194.5000076,10,Sweden,Bräcke,Gula Malacca,Condiments
2017,6,2017-06-01,2650,50,Sweden,Bräcke,Manjimup Dried Apples,Produce
2017,6,2017-06-04,50,20,Italy,Reggio Emilia,Geitost,Dairy Products
2017,6,2017-06-04,492.9999924,10,Italy,Reggio Emilia,Tarte au sucre,Confections
2017,6,2017-06-05,475,25,Brazil,Rio de Janeiro,Inlagd Sill,Seafood
2017,6,2017-06-05,490,70,Brazil,Rio de Janeiro,Filo Mix,Grains/Cereals
2017,6,2017-06-05,624,16,USA,Albuquerque,Alice Mutton,Meat/Poultry
2017,6,2017-06-05,75,6,USA,Albuquerque,Gorgonzola Telino,Dairy Products
2017,6,2017-06-05,600,25,USA,Albuquerque,PÃ¢tÃ© chinois,Meat/Poultry
2017,6,2017-06-06,112.5,25,Canada,Montréal,GuaranÃ¡ FantÃ¡stica,Beverages
2017,6,2017-06-06,598.5,18,Canada,Montréal,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,6,2017-06-07,735,35,France,Strasbourg,Queso Cabrales,Dairy Products
2017,6,2017-06-07,1125,18,France,Strasbourg,Carnarvon Tigers,Seafood
2017,6,2017-06-07,180,10,France,Strasbourg,LakkalikÃ¶Ã¶ri,Beverages
2017,6,2017-06-07,750,60,Ireland,Cork,Gorgonzola Telino,Dairy Products
2017,6,2017-06-07,159,3,Ireland,Cork,Manjimup Dried Apples,Produce
2017,6,2017-06-07,2200,40,Ireland,Cork,Raclette Courdavault,Dairy Products
2017,6,2017-06-08,155,5,Spain,Barcelona,Ikura,Seafood
2017,6,2017-06-11,437.5,35,USA,Albuquerque,Gorgonzola Telino,Dairy Products
2017,6,2017-06-11,540,30,USA,Albuquerque,LakkalikÃ¶Ã¶ri,Beverages
2017,6,2017-06-12,315,15,Canada,Montréal,Queso Cabrales,Dairy Products
2017,6,2017-06-12,2280,60,Canada,Montréal,Gnocchi di nonna Alice,Grains/Cereals
2017,6,2017-06-12,255.75,11,Austria,Graz,Tofu,Produce
2017,6,2017-06-12,392,28,Austria,Graz,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,6,2017-06-13,209.4000092,12,Sweden,Luleå,Pavlova,Confections
2017,6,2017-06-13,320,10,Sweden,Luleå,Mascarpone Fabioli,Dairy Products
2017,6,2017-06-13,919.9999809,50,Sweden,Luleå,Boston Crab Meat,Seafood
2017,6,2017-06-13,116.25,15,Sweden,Luleå,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,6,2017-06-14,702,18,Mexico,México D.F.,Alice Mutton,Meat/Poultry
2017,6,2017-06-14,560,40,Mexico,México D.F.,Sasquatch Ale,Beverages
2017,6,2017-06-14,819.9999809,25,Mexico,México D.F.,Perth Pasties,Meat/Poultry
2017,6,2017-06-14,35,14,USA,Kirkland,Geitost,Dairy Products
2017,6,2017-06-14,36.79999924,2,USA,Kirkland,Boston Crab Meat,Seafood
2017,6,2017-06-14,492.9999924,10,USA,Kirkland,Tarte au sucre,Confections
2017,6,2017-06-14,199.5,6,USA,Kirkland,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,6,2017-06-15,660,12,Germany,Leipzig,Raclette Courdavault,Dairy Products
2017,6,2017-06-15,263.4000092,6,Germany,Leipzig,Vegie-spread,Condiments
2017,6,2017-06-15,1043.999977,30,Germany,Leipzig,Mozzarella di Giovanni,Dairy Products
2017,6,2017-06-15,180,10,Germany,Leipzig,LakkalikÃ¶Ã¶ri,Beverages
2017,6,2017-06-18,180,10,Mexico,México D.F.,Chai,Beverages
2017,6,2017-06-18,250,20,Mexico,México D.F.,Gorgonzola Telino,Dairy Products
2017,6,2017-06-18,408.450016,21,Mexico,México D.F.,Gula Malacca,Condiments
2017,6,2017-06-18,180,10,USA,Kirkland,Chartreuse verte,Beverages
2017,6,2017-06-18,155,20,USA,Kirkland,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,6,2017-06-18,234,18,USA,Kirkland,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,6,2017-06-19,360,20,UK,London,Steeleye Stout,Beverages
2017,6,2017-06-19,117,6,UK,London,Ravioli Angelo,Grains/Cereals
2017,6,2017-06-20,155,10,USA,San Francisco,Genen Shouyu,Condiments
2017,6,2017-06-20,162.75,21,USA,San Francisco,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,6,2017-06-21,348.75,15,Germany,Köln,Tofu,Produce
2017,6,2017-06-21,86.84999657,9,Germany,Köln,Jack's New England Clam Chowder,Seafood
2017,6,2017-06-21,631.4999771,30,Germany,Köln,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,6,2017-06-21,387.5,50,Brazil,Sao Paulo,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,6,2017-06-22,78,4,Germany,Mannheim,Ravioli Angelo,Grains/Cereals
2017,6,2017-06-22,252,14,Germany,Mannheim,LakkalikÃ¶Ã¶ri,Beverages
2017,6,2017-06-25,1237.900009,10,Finland,Oulu,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,6,2017-06-25,816,24,Finland,Oulu,Camembert Pierrot,Dairy Products
2017,6,2017-06-25,360,10,Finland,Oulu,Gudbrandsdalsost,Dairy Products
2017,6,2017-06-25,625,50,France,Strasbourg,Gorgonzola Telino,Dairy Products
2017,6,2017-06-26,142.5,15,Brazil,Resende,Zaanse koeken,Confections
2017,6,2017-06-27,28,4,Italy,Reggio Emilia,Filo Mix,Grains/Cereals
2017,6,2017-06-27,187.3799973,6,Brazil,Rio de Janeiro,GumbÃ¤r GummibÃ¤rchen,Confections
2017,6,2017-06-27,360,20,Brazil,Rio de Janeiro,Steeleye Stout,Beverages
2017,6,2017-06-27,260,20,Brazil,Rio de Janeiro,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,6,2017-06-28,2500,40,Germany,Cunewalde,Carnarvon Tigers,Seafood
